Final Score Set,Total Count
"(117, 79)",1
"(118, 85)",1
"(119, 90)",1
"(119, 88)",1
"(119, 87)",1
"(119, 84)",1
"(119, 82)",1
"(119, 68)",1
"(118, 155)",1
"(118, 142)",1
"(118, 79)",1
"(117, 83)",1
"(118, 74)",1
"(118, 66)",1
"(117, 160)",1
"(117, 147)",1
"(117, 146)",1
"(117, 144)",1
"(117, 140)",1
"(117, 85)",1
"(115, 77)",1
"(115, 71)",1
"(115, 68)",1
"(111, 149)",1
"(112, 143)",1
"(112, 142)",1
"(112, 82)",1
"(112, 80)",1
"(112, 77)",1
"(111, 158)",1
"(111, 154)",1
"(111, 153)",1
"(111, 143)",1
"(112, 146)",1
"(111, 142)",1
"(111, 137)",1
"(111, 82)",1
"(111, 78)",1
"(111, 77)",1
"(111, 76)",1
"(111, 72)",1
"(111, 71)",1
"(112, 144)",1
"(112, 147)",1
"(114, 152)",1
"(113, 150)",1
"(114, 148)",1
"(114, 144)",1
"(114, 139)",1
"(114, 84)",1
"(114, 83)",1
"(114, 79)",1
"(114, 76)",1
"(114, 73)",1
"(113, 147)",1
"(112, 148)",1
"(113, 146)",1
"(113, 144)",1
"(113, 143)",1
"(113, 142)",1
"(113, 140)",1
"(113, 81)",1
"(113, 80)",1
"(112, 150)",1
"(119, 134)",1
"(119, 142)",1
"(119, 143)",1
"(124, 149)",1
"(125, 143)",1
"(125, 142)",1
"(125, 93)",1
"(125, 90)",1
"(125, 88)",1
"(125, 84)",1
"(125, 81)",1
"(125, 80)",1
"(124, 148)",1
"(125, 147)",1
"(124, 140)",1
"(124, 135)",1
"(124, 95)",1
"(124, 93)",1
"(124, 91)",1
"(124, 87)",1
"(124, 80)",1
"(124, 76)",1
"(125, 145)",1
"(125, 150)",1
"(124, 73)",1
"(126, 150)",1
"(127, 96)",1
"(127, 95)",1
"(127, 93)",1
"(127, 92)",1
"(127, 89)",1
"(127, 88)",1
"(127, 87)",1
"(127, 80)",1
"(126, 148)",1
"(125, 159)",1
"(126, 143)",1
"(126, 97)",1
"(126, 95)",1
"(126, 91)",1
"(126, 86)",1
"(126, 85)",1
"(126, 70)",1
"(125, 163)",1
"(124, 74)",1
"(123, 152)",1
"(119, 148)",1
"(120, 146)",1
"(121, 91)",1
"(121, 85)",1
"(121, 84)",1
"(121, 81)",1
"(121, 80)",1
"(121, 63)",1
"(120, 152)",1
"(120, 147)",1
"(120, 142)",1
"(121, 145)",1
"(120, 137)",1
"(120, 87)",1
"(120, 84)",1
"(120, 83)",1
"(120, 79)",1
"(120, 66)",1
"(119, 156)",1
"(119, 149)",1
"(121, 143)",1
"(121, 146)",1
"(123, 150)",1
"(122, 143)",1
"(123, 145)",1
"(123, 142)",1
"(123, 141)",1
"(123, 91)",1
"(123, 89)",1
"(123, 86)",1
"(123, 82)",1
"(122, 145)",1
"(122, 138)",1
"(121, 156)",1
"(122, 95)",1
"(122, 92)",1
"(122, 91)",1
"(122, 90)",1
"(122, 88)",1
"(122, 87)",1
"(122, 84)",1
"(122, 83)",1
"(111, 68)",1
"(110, 144)",1
"(90, 67)",1
"(110, 143)",1
"(98, 67)",1
"(98, 66)",1
"(97, 141)",1
"(97, 137)",1
"(97, 136)",1
"(97, 132)",1
"(97, 128)",1
"(97, 69)",1
"(97, 68)",1
"(97, 66)",1
"(96, 144)",1
"(96, 140)",1
"(96, 134)",1
"(96, 124)",1
"(96, 72)",1
"(96, 67)",1
"(95, 143)",1
"(95, 141)",1
"(95, 135)",1
"(98, 71)",1
"(98, 135)",1
"(98, 139)",1
"(100, 59)",1
"(100, 142)",1
"(100, 141)",1
"(100, 139)",1
"(100, 138)",1
"(100, 137)",1
"(100, 73)",1
"(100, 68)",1
"(100, 64)",1
"(99, 162)",1
"(98, 144)",1
"(99, 151)",1
"(99, 146)",1
"(99, 144)",1
"(99, 142)",1
"(99, 140)",1
"(99, 72)",1
"(99, 69)",1
"(98, 154)",1
"(95, 70)",1
"(95, 67)",1
"(95, 56)",1
"(91, 133)",1
"(92, 65)",1
"(92, 62)",1
"(91, 153)",1
"(91, 150)",1
"(91, 139)",1
"(91, 136)",1
"(91, 135)",1
"(91, 134)",1
"(91, 70)",1
"(92, 70)",1
"(91, 69)",1
"(91, 65)",1
"(91, 63)",1
"(90, 137)",1
"(90, 135)",1
"(90, 71)",1
"(90, 70)",1
"(90, 69)",1
"(92, 69)",1
"(92, 72)",1
"(94, 143)",1
"(93, 135)",1
"(94, 142)",1
"(94, 141)",1
"(94, 139)",1
"(94, 67)",1
"(94, 64)",1
"(93, 149)",1
"(93, 139)",1
"(93, 138)",1
"(93, 129)",1
"(92, 129)",1
"(93, 126)",1
"(93, 71)",1
"(93, 62)",1
"(92, 135)",1
"(92, 134)",1
"(92, 133)",1
"(92, 132)",1
"(92, 130)",1
"(100, 143)",1
"(100, 144)",1
"(101, 68)",1
"(107, 142)",1
"(108, 66)",1
"(108, 63)",1
"(107, 153)",1
"(107, 152)",1
"(107, 151)",1
"(107, 149)",1
"(107, 147)",1
"(107, 145)",1
"(107, 141)",1
"(108, 76)",1
"(107, 133)",1
"(107, 76)",1
"(107, 68)",1
"(106, 149)",1
"(106, 144)",1
"(106, 142)",1
"(106, 141)",1
"(106, 79)",1
"(108, 72)",1
"(108, 79)",1
"(106, 73)",1
"(109, 145)",1
"(110, 142)",1
"(110, 138)",1
"(110, 136)",1
"(110, 84)",1
"(110, 80)",1
"(109, 153)",1
"(109, 148)",1
"(109, 147)",1
"(109, 138)",1
"(108, 134)",1
"(109, 132)",1
"(109, 81)",1
"(109, 79)",1
"(109, 77)",1
"(109, 73)",1
"(109, 71)",1
"(108, 145)",1
"(108, 139)",1
"(106, 75)",1
"(106, 70)",1
"(101, 69)",1
"(102, 139)",1
"(104, 70)",1
"(103, 143)",1
"(103, 139)",1
"(103, 137)",1
"(103, 136)",1
"(102, 158)",1
"(102, 146)",1
"(102, 144)",1
"(102, 136)",1
"(104, 74)",1
"(102, 74)",1
"(102, 68)",1
"(101, 146)",1
"(101, 143)",1
"(101, 136)",1
"(101, 134)",1
"(101, 73)",1
"(101, 71)",1
"(104, 72)",1
"(104, 79)",1
"(106, 69)",1
"(104, 156)",1
"(106, 68)",1
"(105, 146)",1
"(105, 143)",1
"(105, 141)",1
"(105, 140)",1
"(105, 74)",1
"(105, 73)",1
"(105, 69)",1
"(104, 154)",1
"(104, 135)",1
"(104, 150)",1
"(104, 146)",1
"(104, 144)",1
"(104, 143)",1
"(104, 140)",1
"(104, 139)",1
"(104, 138)",1
"(104, 137)",1
"(186, 184)",1
